customerkey,customercode,name,education,occupation
5737,CS16736,Kelly Alexander,High School,Skilled Manual
17888,CS28887,Casey Serrano,Partial High School,Professional
17896,CS28895,Mitchell Luo,Bachelors,Management
17902,CS28901,Martha Hee,Bachelors,Management
17903,CS28902,Suzanne She,Bachelors,Management
17901,CS28900,Jasmine Price,Bachelors,Management
1189,CS12188,Ashley Thomas,Partial College,Professional
5851,CS16850,Jessica Jenkins,Partial College,Professional
5852,CS16851,Kevin Hayes,Partial College,Professional
5857,CS16856,Erin Rivera,Partial College,Professional
5858,CS16857,Lawrence Munoz,Partial College,Professional
16175,CS27174,Fernando Bennett,Partial College,Clerical
16184,CS27183,Geoffrey Garcia,Partial College,Clerical
16185,CS27184,Donald Subram,Partial College,Clerical
5925,CS16924,Julia Price,Partial College,Skilled Manual
5926,CS16925,Spencer Patterson,Partial College,Skilled Manual
5948,CS16947,Savannah Stewart,Bachelors,Skilled Manual
5950,CS16949,Luis Flores,Bachelors,Skilled Manual
5924,CS16923,Connor Gonzales,Partial College,Skilled Manual
5987,CS16986,Sara Adams,Bachelors,Skilled Manual
5990,CS16989,Emma Richardson,Bachelors,Skilled Manual
5991,CS16990,Zachary Griffin,Graduate Degree,Professional
5992,CS16991,Brianna Henderson,Bachelors,Skilled Manual
5989,CS16988,Brian Bailey,Bachelors,Skilled Manual
16115,CS27114,Alexander Thompson,Graduate Degree,Professional
16116,CS27115,Kristi Navarro,Graduate Degree,Professional
16117,CS27116,Regina Gonzalez,Graduate Degree,Professional
16198,CS27197,Isaiah Bell,Graduate Degree,Skilled Manual
16199,CS27198,Jocelyn Flores,Graduate Degree,Skilled Manual
16200,CS27199,Jesse Wright,Graduate Degree,Skilled Manual
16201,CS27200,Anna Thompson,Graduate Degree,Skilled Manual
16203,CS27202,James Hall,Graduate Degree,Skilled Manual
16207,CS27206,Marcus Mitchell,Partial College,Clerical
16230,CS27229,Zachary Zhang,Partial College,Clerical
16232,CS27231,Tyrone Ramos,Partial College,Clerical
16233,CS27232,Ram Thirunavukkarasu,Partial College,Clerical
16235,CS27234,Gabriel Jenkins,Partial College,Clerical
16236,CS27235,Robert Li,Partial College,Clerical
16237,CS27236,Nicole Alexander,Partial College,Clerical
16238,CS27237,Jasmine Ramirez,Partial College,Clerical
16261,CS27260,Candice Ma,Bachelors,Skilled Manual
16262,CS27261,Omar Chande,Bachelors,Skilled Manual
16263,CS27262,Courtney Hill,Bachelors,Skilled Manual
16265,CS27264,Jacob Clark,Bachelors,Skilled Manual
16234,CS27233,Seth Ward,Partial College,Clerical
16264,CS27263,Aaron Kumar,Graduate Degree,Professional
16239,CS27238,Jesse Hernandez,Partial College,Clerical
16114,CS27113,Ashley Diaz,Graduate Degree,Professional
16202,CS27201,Jose Taylor,Graduate Degree,Skilled Manual
16229,CS27228,Amanda Young,Partial College,Clerical
17105,CS28104,Hannah Williams,Partial College,Skilled Manual
17106,CS28105,Hannah Garcia,Partial College,Skilled Manual
17107,CS28106,Chloe Williams,Partial College,Skilled Manual
17123,CS28122,Gabriel King,High School,Skilled Manual
17124,CS28123,Daisy Ortega,High School,Skilled Manual
17125,CS28124,Mackenzie Kelly,High School,Skilled Manual
17127,CS28126,Anna Johnson,Partial College,Skilled Manual
17128,CS28127,Fernando Price,Partial College,Skilled Manual
17129,CS28128,Jeremiah Lee,High School,Skilled Manual
17132,CS28131,Todd Zhu,Partial College,Professional
17144,CS28143,Samuel Gonzalez,Partial College,Professional
17145,CS28144,Noah Phillips,Partial College,Professional
17146,CS28145,Brandon Jones,Partial College,Professional
17143,CS28142,Willie Lin,High School,Professional
17126,CS28125,Dalton Jackson,Partial College,Skilled Manual
12957,CS23956,Morgan Coleman,Partial High School,Manual
12958,CS23957,Louis Zheng,Partial High School,Manual
12960,CS23959,Amber Parker,Partial College,Clerical
9924,CS20923,Isabella Powell,Bachelors,Skilled Manual
9931,CS20930,Drew Chande,Bachelors,Skilled Manual
10038,CS21037,Bruce Arun,Graduate Degree,Clerical
10056,CS21055,Kristi Carlson,Graduate Degree,Clerical
10066,CS21065,Robert Thompson,Bachelors,Clerical
10103,CS21102,Willie Zheng,Bachelors,Skilled Manual
10520,CS21519,Franklin Becker,Bachelors,Management
10538,CS21537,Gloria Navarro,High School,Professional
10058,CS21057,Elizabeth Butler,Bachelors,Skilled Manual
7397,CS18396,Luke Parker,Partial College,Professional
7398,CS18397,Louis Anand,Partial College,Professional
7403,CS18402,Kimberly Kelly,Partial College,Professional
7404,CS18403,Madeline Phillips,Partial College,Professional
15958,CS26957,Kristina Sai,Graduate Degree,Clerical
15984,CS26983,Adriana Vance,Bachelors,Skilled Manual
15985,CS26984,Manuel Prasad,Bachelors,Skilled Manual
15986,CS26985,Jésus Diaz,Bachelors,Skilled Manual
15987,CS26986,Riley Watson,Bachelors,Skilled Manual
15989,CS26988,Brandy Srini,Bachelors,Skilled Manual
15997,CS26996,Natasha Oliver,Partial College,Clerical
16130,CS27129,Mindy Tang,Graduate Degree,Skilled Manual
15988,CS26987,Roy Lopez,Bachelors,Skilled Manual
15998,CS26997,Katie Becker,Partial College,Clerical
16128,CS27127,Misty Black,Graduate Degree,Clerical
4699,CS15698,Susan Wang,Bachelors,Management
4708,CS15707,Robin Rubio,Partial College,Management
4709,CS15708,Nina Jai,High School,Management
7539,CS18538,Ian Mitchell,Bachelors,Management
7540,CS18539,Riley Russell,Bachelors,Management
7543,CS18542,Dustin She,Bachelors,Management
7541,CS18540,Victoria Perry,Bachelors,Management
15515,CS26514,Cameron Powell,Partial College,Professional
15516,CS26515,Zoe Watson,Partial College,Professional
15517,CS26516,Jill Perry,Partial College,Professional
15518,CS26517,Melanie Griffin,Partial College,Professional
15520,CS26519,Brianna Wood,Bachelors,Management
15521,CS26520,Chloe Ramirez,High School,Professional
15522,CS26521,Nathan Taylor,High School,Professional
422,CS11421,Amy Sun,Bachelors,Management
427,CS11426,Kristopher Mehta,Bachelors,Management
428,CS11427,Desiree Dominguez,Partial College,Professional
15519,CS26518,Marcus Lee,Partial College,Professional
15514,CS26513,Stacy Moreno,Partial College,Professional
2385,CS13384,Mario Ashe,Partial College,Professional
2387,CS13386,Samuel Patterson,Partial College,Professional
2388,CS13387,Miranda Jenkins,Partial College,Professional
2389,CS13388,Marshall Shen,Partial College,Professional
2390,CS13389,Madison Thomas,Partial College,Professional
2393,CS13392,Hunter Parker,High School,Professional
2394,CS13393,Willie Kumar,High School,Professional
2395,CS13394,Matthew Clark,High School,Professional
2397,CS13396,David Kumar,High School,Professional
2398,CS13397,Adam Mitchell,Partial College,Professional
2399,CS13398,Logan Ross,Partial College,Professional
2400,CS13399,Edward Young,Partial College,Professional
2402,CS13401,Erin Bradley,High School,Professional
2403,CS13402,Gabriel Turner,High School,Professional
2391,CS13390,Julia Collins,Partial College,Professional
2396,CS13395,Gabriel Li,High School,Professional
2386,CS13385,Danielle Cook,Partial College,Professional
2401,CS13400,Julia Thomas,Partial College,Professional
3045,CS14044,Thomas Wright,Partial College,Professional
3095,CS14094,Amanda Russell,High School,Skilled Manual
3096,CS14095,Paige Griffin,High School,Skilled Manual
3098,CS14097,Johnathan Srini,High School,Skilled Manual
3099,CS14098,Allison Lopez,High School,Skilled Manual
3106,CS14105,Jackson Zhang,Partial College,Skilled Manual
3107,CS14106,Melissa Hughes,Partial College,Skilled Manual
3112,CS14111,Michael Anderson,Partial College,Skilled Manual
3114,CS14113,Natalie Lopez,Partial College,Skilled Manual
3115,CS14114,Chloe Martin,Partial College,Skilled Manual
3378,CS14377,Paula Ruiz,Bachelors,Management
3081,CS14080,Cynthia Srini,High School,Skilled Manual
3105,CS14104,Sydney James,Partial College,Skilled Manual
3113,CS14112,Charles Sanchez,Partial College,Skilled Manual
3090,CS14089,Kaitlyn Gray,High School,Skilled Manual
8017,CS19016,Sierra Wright,Partial College,Professional
8018,CS19017,Zoe Brooks,Partial College,Professional
8019,CS19018,Nicole Gray,Partial College,Professional
5132,CS16131,Albert Romero,Bachelors,Professional
8020,CS19019,Jackson Gonzales,Partial College,Professional
15393,CS26392,Kelli Rai,Graduate Degree,Management
15396,CS26395,Daisy Gill,Partial College,Professional
15397,CS26396,Terry Black,Bachelors,Management
17451,CS28450,Nelson Martin,Bachelors,Manual
17455,CS28454,Shawna Simpson,Bachelors,Manual
17456,CS28455,Raymond Sara,Bachelors,Manual
17454,CS28453,Valerie Lin,Bachelors,Manual
6432,CS17431,Grace Kelly,Partial College,Professional
6434,CS17433,Cameron Lee,Partial College,Professional
6437,CS17436,Evan Ramirez,High School,Professional
6438,CS17437,Natalie Baker,High School,Professional
6440,CS17439,Jasmine Butler,Partial College,Professional
6441,CS17440,Richard Cox,Partial High School,Skilled Manual
6442,CS17441,Natalie Turner,Partial High School,Skilled Manual
6444,CS17443,Kristin Shen,Graduate Degree,Management
6445,CS17444,Bailey Cox,Graduate Degree,Management
6446,CS17445,Natasha Hernandez,Graduate Degree,Management
6433,CS17432,Mariah Peterson,High School,Professional
6439,CS17438,Marcus Hughes,High School,Professional
6447,CS17446,Pamela Rana,Graduate Degree,Management
496,CS11495,Francis Jimenez,Partial College,Clerical
8234,CS19233,Omar Andersen,Graduate Degree,Skilled Manual
8235,CS19234,Micah Zheng,High School,Skilled Manual
8236,CS19235,Kayla Bennett,Graduate Degree,Skilled Manual
6032,CS17031,Grace Thomas,Bachelors,Professional
6033,CS17032,Alexandria Flores,Bachelors,Professional
6034,CS17033,Carson Long,Bachelors,Professional
6039,CS17038,Ernest Wang,Graduate Degree,Professional
6040,CS17039,Ariana Watson,Bachelors,Professional
6042,CS17041,Connor Perry,Bachelors,Professional
8013,CS19012,Oscar Bryant,Bachelors,Management
8125,CS19124,Cody Bailey,Graduate Degree,Professional
8126,CS19125,Cameron Russell,Bachelors,Professional
8127,CS19126,Kristopher Kapoor,Graduate Degree,Professional
8128,CS19127,Alexa Sanchez,Graduate Degree,Professional
8130,CS19129,Carson Simmons,Graduate Degree,Professional
8131,CS19130,Madeline Baker,Graduate Degree,Professional
8132,CS19131,Mason Blue,Bachelors,Professional
8133,CS19132,Benjamin Washington,Bachelors,Skilled Manual
8135,CS19134,Sierra Allen,Bachelors,Skilled Manual
8136,CS19135,Logan Brown,Graduate Degree,Professional
8137,CS19136,Richard Cook,Graduate Degree,Professional
8138,CS19137,Eric Russell,Graduate Degree,Professional
8140,CS19139,Oscar Simmons,Graduate Degree,Professional
8141,CS19140,Melanie Rogers,Graduate Degree,Professional
8142,CS19141,Samuel Martinez,Graduate Degree,Professional
8143,CS19142,Dalton Washington,Graduate Degree,Professional
8145,CS19144,Edwin He,Bachelors,Skilled Manual
8146,CS19145,Adriana Malhotra,Bachelors,Skilled Manual
8147,CS19146,Mariah Morgan,Graduate Degree,Professional
8150,CS19149,Sean Parker,Bachelors,Professional
8152,CS19151,Ian Cooper,Bachelors,Skilled Manual
8153,CS19152,Jonathan Walker,Bachelors,Skilled Manual
8134,CS19133,Logan Martinez,Bachelors,Skilled Manual
8149,CS19148,Cody Ramirez,Bachelors,Professional
6036,CS17035,Jordan Flores,Bachelors,Professional
8139,CS19138,Eric Coleman,Graduate Degree,Professional
8154,CS19153,Dylan Griffin,Bachelors,Skilled Manual
6041,CS17040,Adam Henderson,Bachelors,Professional
8237,CS19236,Chloe Phillips,Graduate Degree,Skilled Manual
8014,CS19013,Amanda Phillips,Bachelors,Management
8129,CS19128,Madison Jackson,Graduate Degree,Professional
8144,CS19143,Lauren Long,Bachelors,Skilled Manual
10286,CS21285,Mackenzie Rivera,Partial College,Professional
10287,CS21286,Luke Roy,Partial College,Professional
10290,CS21289,Warren Wang,Partial College,Professional
10292,CS21291,Rachel Morris,Partial College,Professional
10293,CS21292,Austin Martinez,Partial College,Professional
10298,CS21297,Melanie Murphy,High School,Professional
10299,CS21298,Noah Collins,High School,Professional
10300,CS21299,Hannah Gonzales,High School,Professional
10302,CS21301,Sierra Gonzalez,Partial High School,Skilled Manual
10303,CS21302,Logan Foster,Partial High School,Skilled Manual
10304,CS21303,Sydney Jenkins,High School,Professional
10308,CS21307,Olivia Jones,High School,Professional
10311,CS21310,Mariah Hayes,High School,Professional
10313,CS21312,Connor Scott,Graduate Degree,Management
10314,CS21313,Beth Diaz,Graduate Degree,Management
10316,CS21315,Audrey Sanz,Graduate Degree,Management
10320,CS21319,Zachary Lee,High School,Professional
10322,CS21321,Jon Jai,High School,Professional
10323,CS21322,Carlos Ramirez,High School,Professional
10324,CS21323,Robert Jackson,Partial College,Professional
10329,CS21328,Xavier Nelson,Partial High School,Skilled Manual
10330,CS21329,Wyatt Brown,Partial High School,Skilled Manual
10331,CS21330,Isabella Clark,Partial High School,Skilled Manual
10334,CS21333,Mackenzie Allen,Graduate Degree,Management
10335,CS21334,Mason Nelson,Graduate Degree,Management
10336,CS21335,Ana Coleman,Graduate Degree,Management
10339,CS21338,Victoria Price,Partial College,Professional
10341,CS21340,Adam Wang,Graduate Degree,Management
10342,CS21341,Louis Liu,Graduate Degree,Management
10344,CS21343,Colin Zeng,Graduate Degree,Management
10345,CS21344,Trevor Perry,Graduate Degree,Management
10347,CS21346,Christian Rodriguez,Graduate Degree,Management
10297,CS21296,Luis Hall,Partial College,Professional
10305,CS21304,Jada Cooper,High School,Professional
10321,CS21320,Hannah Coleman,High School,Professional
10338,CS21337,Jennifer Smith,Partial College,Professional
10310,CS21309,Julia Anderson,Partial College,Professional
10343,CS21342,Tonya Xie,Graduate Degree,Management
10358,CS21357,Jada Nelson,Graduate Degree,Management
10291,CS21290,Angel Torres,Partial College,Professional
10315,CS21314,Devin Patterson,Graduate Degree,Management
9517,CS20516,Gabriel Russell,Partial College,Professional
11864,CS22863,Hunter Thomas,Partial College,Professional
11866,CS22865,Stephanie Hall,Graduate Degree,Management
11872,CS22871,David Coleman,Partial College,Skilled Manual
12000,CS22999,Jackson Hill,Bachelors,Management
11865,CS22864,Mason Hall,Partial College,Professional
12003,CS23002,Arthur Hernandez,Partial College,Skilled Manual
14752,CS25751,Gina Alvarez,Graduate Degree,Skilled Manual
14780,CS25779,Marshall Cai,Partial College,Professional
14781,CS25780,Dana Gill,Partial College,Professional
15227,CS26226,Michele Andersen,Partial College,Clerical
15228,CS26227,Joe Gutierrez,Partial College,Clerical
15234,CS26233,Cristina Chande,Graduate Degree,Skilled Manual
15353,CS26352,Cynthia Fernandez,Graduate Degree,Clerical
15355,CS26354,Nelson Serrano,Graduate Degree,Clerical
15364,CS26363,Larry Jimenez,Bachelors,Clerical
14795,CS25794,Kristin Tang,High School,Professional
15229,CS26228,Carolyn Perez,Partial College,Clerical
14738,CS25737,Marshall Liu,Graduate Degree,Clerical
15354,CS26353,Holly Malhotra,Graduate Degree,Clerical
10155,CS21154,Michael Clark,Graduate Degree,Professional
10156,CS21155,Jeremiah Flores,Partial College,Skilled Manual
10157,CS21156,Maria Lopez,Partial College,Skilled Manual
10158,CS21157,Robert Perry,Bachelors,Professional
10159,CS21158,Trevor Patterson,Bachelors,Professional
1378,CS12377,Christopher Miller,Partial High School,Manual
1380,CS12379,Bridget Chande,Partial College,Clerical
1379,CS12378,Brianna Sanchez,Partial College,Clerical
10750,CS21749,Ashley Williams,Bachelors,Management
9809,CS20808,Julie Jai,Partial College,Manual
9829,CS20828,Jaclyn Shan,Graduate Degree,Clerical
9830,CS20829,Andy Diaz,Graduate Degree,Clerical
9831,CS20830,Whitney Martinez,Graduate Degree,Clerical
9832,CS20831,Drew Xu,Graduate Degree,Clerical
1637,CS12636,Tamer Salah,Bachelors,Management
1647,CS12646,Kenneth Xu,High School,Professional
1739,CS12738,Melinda Rubio,Bachelors,Skilled Manual
1743,CS12742,Samantha Martinez,Partial College,Clerical
1752,CS12751,Priscilla Xu,Partial College,Clerical
1807,CS12806,Ronnie Zeng,Graduate Degree,Clerical
1808,CS12807,Nina Kumar,Graduate Degree,Clerical
1823,CS12822,Alexandra James,Bachelors,Clerical
1845,CS12844,Gerald Gonzalez,Bachelors,Skilled Manual
1846,CS12845,Angela Torres,Bachelors,Skilled Manual
2541,CS13540,Paula Ortega,Graduate Degree,Clerical
2542,CS13541,Ashlee Xu,Graduate Degree,Clerical
2560,CS13559,Lori Ramos,Graduate Degree,Skilled Manual
2561,CS13560,Andres Shan,Graduate Degree,Skilled Manual
1639,CS12638,Sebastian Brooks,Partial College,Professional
1839,CS12838,Ralph Beck,Bachelors,Professional
17153,CS28152,Ian Rivera,Bachelors,Professional
17155,CS28154,Katherine Patterson,Bachelors,Professional
17156,CS28155,Taylor Watson,Bachelors,Professional
17157,CS28156,Gabrielle Hall,Bachelors,Professional
6210,CS17209,Jacqueline James,Partial College,Professional
6216,CS17215,Juan Bell,High School,Professional
6222,CS17221,Ricky Navarro,High School,Management
6225,CS17224,Mandy Li,Partial High School,Skilled Manual
6631,CS17630,Gilbert Zhang,Bachelors,Skilled Manual
6632,CS17631,Cara He,Bachelors,Skilled Manual
6653,CS17652,Javier Vazquez,Graduate Degree,Skilled Manual
6782,CS17781,Jake She,Graduate Degree,Clerical
17265,CS28264,Nicole Diaz,Partial College,Professional
17266,CS28265,Shirleen Travers,High School,Professional
17267,CS28266,Wyatt Flores,High School,Professional
17271,CS28270,Samuel Long,High School,Professional
17274,CS28273,Madeline Mitchell,High School,Professional
17272,CS28271,Sean Gonzalez,High School,Professional
6221,CS17220,Glenn Wang,High School,Management
6209,CS17208,Jacob Miller,Partial College,Professional
6218,CS17217,Raquel Gill,Partial College,Management
18168,CS29167,Dawn Shen,Graduate Degree,Professional
18169,CS29168,Derrick Romero,Graduate Degree,Professional
18170,CS29169,Victoria Bailey,Bachelors,Professional
18171,CS29170,Alexandra Adams,Bachelors,Professional
18173,CS29172,Arturo Carson,Bachelors,Professional
